employee_id,department,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,avg_training_score,age_no,previous_year_rating_no,length_of_service_no,avg_training_score_no
37982,Operations,Bachelors,m,other,1,26,4.0,2,1,59,26.0,4.0,2.0,59
72990,Technology,Below Secondary,m,sourcing,1,24,3.0,2,0,79,24.0,3.0,2.0,79
8143,Procurement,Bachelors,m,sourcing,1,34,5.0,3,1,71,34.0,5.0,3.0,71
64308,Procurement,Masters & above,m,sourcing,1,43,4.0,10,0,66,43.0,4.0,10.0,66
42076,Analytics,Bachelors,m,sourcing,2,31,4.0,6,0,85,31.0,4.0,6.0,85
65628,Technology,Masters & above,m,other,2,32,3.0,3,0,82,32.0,3.0,3.0,82
23011,Sales & Marketing,Bachelors,f,sourcing,1,40,4.0,5,0,52,40.0,4.0,5.0,52
23898,Sales & Marketing,Bachelors,m,other,1,34,4.0,2,0,49,34.0,4.0,2.0,49
54720,Technology,Masters & above,f,other,1,34,3.0,6,0,79,34.0,3.0,6.0,79
66899,Legal,Bachelors,m,other,3,32,5.0,1,0,57,32.0,5.0,1.0,57
56059,Sales & Marketing,Bachelors,m,sourcing,1,45,5.0,17,1,48,45.0,5.0,,48
40066,HR,Bachelors,m,other,1,32,1.0,4,0,53,32.0,1.0,4.0,53
36251,Sales & Marketing,Masters & above,f,other,1,39,2.0,11,0,47,39.0,2.0,11.0,47
18696,Sales & Marketing,Bachelors,m,sourcing,1,36,4.0,3,1,49,36.0,4.0,3.0,49
3139,Operations,Bachelors,m,other,1,49,1.0,11,0,56,49.0,1.0,11.0,56
43068,Procurement,Bachelors,m,sourcing,2,55,4.0,13,1,72,,4.0,13.0,72
67013,Technology,Bachelors,m,other,2,45,3.0,15,0,81,45.0,3.0,15.0,81
56131,Sales & Marketing,Bachelors,m,other,1,31,4.0,4,1,46,31.0,4.0,4.0,46
54882,Operations,Bachelors,m,other,1,27,3.0,3,1,57,27.0,3.0,3.0,57
75343,Sales & Marketing,Bachelors,m,sourcing,4,32,3.0,8,0,51,32.0,3.0,8.0,51
69124,Sales & Marketing,Bachelors,m,sourcing,1,30,1.0,6,1,49,30.0,1.0,6.0,49
3415,Finance,Bachelors,f,sourcing,1,43,3.0,4,0,62,43.0,3.0,4.0,62
63044,Technology,Bachelors,f,other,1,28,3.0,2,0,80,28.0,3.0,2.0,80
7209,Technology,Masters & above,m,other,1,33,4.0,4,0,79,33.0,4.0,4.0,79
10773,Technology,Bachelors,m,sourcing,1,31,2.0,3,0,81,31.0,2.0,3.0,81
44967,Sales & Marketing,Bachelors,m,other,2,24,3.0,1,0,50,24.0,3.0,1.0,50
11285,Technology,Bachelors,m,sourcing,1,28,3.0,3,1,79,28.0,3.0,3.0,79
63678,Analytics,Bachelors,m,other,1,27,3.0,3,0,85,27.0,3.0,3.0,85
12060,HR,Bachelors,f,other,1,27,3.0,4,1,90,27.0,3.0,4.0,90
54637,Analytics,Bachelors,m,sourcing,1,35,5.0,8,1,86,35.0,5.0,8.0,86
34556,HR,Bachelors,f,other,1,33,3.0,7,0,47,33.0,3.0,7.0,47
5806,Procurement,Bachelors,m,other,1,35,3.0,5,0,72,35.0,3.0,5.0,72
57960,Technology,Masters & above,m,other,1,41,3.0,13,0,82,41.0,3.0,13.0,82
29022,Operations,Bachelors,m,sourcing,1,28,3.0,4,1,59,28.0,3.0,4.0,59
40721,Analytics,Bachelors,m,other,1,39,5.0,3,0,87,39.0,5.0,3.0,87
7485,Sales & Marketing,Bachelors,m,other,1,29,3.0,4,0,49,29.0,3.0,4.0,49
46178,Sales & Marketing,Bachelors,f,sourcing,1,30,5.0,3,1,48,30.0,5.0,3.0,48
18022,Sales & Marketing,Bachelors,f,sourcing,1,34,3.0,6,0,50,34.0,3.0,6.0,50
27752,HR,Masters & above,m,sourcing,1,35,4.0,5,1,51,35.0,4.0,5.0,51
61736,Sales & Marketing,Bachelors,m,other,1,37,3.0,8,0,66,37.0,3.0,8.0,66
70969,Sales & Marketing,Bachelors,f,sourcing,1,25,5.0,1,1,53,25.0,5.0,1.0,53
48812,Sales & Marketing,Masters & above,m,other,1,43,5.0,12,1,50,43.0,5.0,12.0,50
46810,R&D,Masters & above,m,sourcing,1,33,4.0,5,0,85,33.0,4.0,5.0,85
65569,Sales & Marketing,Bachelors,m,sourcing,1,33,5.0,3,1,45,33.0,5.0,3.0,45
45178,Operations,Bachelors,m,sourcing,1,31,4.0,7,0,56,31.0,4.0,7.0,56
17791,Sales & Marketing,Bachelors,m,sourcing,1,30,4.0,5,0,48,30.0,4.0,5.0,48
2918,Analytics,Bachelors,m,other,1,28,3.0,4,0,86,28.0,3.0,4.0,86
49363,Operations,Masters & above,m,sourcing,1,51,5.0,21,0,63,51.0,5.0,,63
33020,R&D,Masters & above,m,other,1,30,4.0,2,1,86,30.0,4.0,2.0,86
53697,Procurement,Bachelors,m,sourcing,2,26,5.0,3,0,68,26.0,5.0,3.0,68
65318,Sales & Marketing,Bachelors,f,other,1,35,4.0,9,0,49,35.0,4.0,9.0,49
4129,Operations,Bachelors,m,referred,1,43,3.0,14,1,61,43.0,3.0,14.0,61
50204,Procurement,Bachelors,f,other,2,32,3.0,5,0,73,32.0,3.0,5.0,73
59930,HR,Masters & above,m,other,1,37,4.0,2,1,50,37.0,4.0,2.0,50
52581,Procurement,Bachelors,f,other,1,33,3.0,6,1,71,33.0,3.0,6.0,71
23331,Technology,Bachelors,f,sourcing,1,28,3.0,2,0,82,28.0,3.0,2.0,82
28821,Sales & Marketing,Bachelors,m,sourcing,1,34,5.0,5,1,47,34.0,5.0,5.0,47
15814,Analytics,Bachelors,m,other,1,26,2.0,2,0,87,26.0,2.0,2.0,87
70778,Finance,Bachelors,m,sourcing,1,25,4.0,2,1,58,25.0,4.0,2.0,58
53713,Sales & Marketing,Bachelors,f,other,1,27,1.0,3,0,47,27.0,1.0,3.0,47
19965,Analytics,Masters & above,m,other,2,37,5.0,8,0,79,37.0,5.0,8.0,79
33347,Procurement,Masters & above,m,sourcing,6,52,3.0,14,0,71,52.0,3.0,14.0,71
22009,Finance,Bachelors,m,sourcing,3,42,3.0,11,0,59,42.0,3.0,11.0,59
74758,Operations,Bachelors,m,sourcing,1,28,4.0,4,0,64,28.0,4.0,4.0,64
27522,Analytics,Bachelors,f,other,1,30,2.0,4,0,81,30.0,2.0,4.0,81
25655,Sales & Marketing,Bachelors,m,other,1,37,3.0,8,0,46,37.0,3.0,8.0,46
75518,Technology,Below Secondary,m,sourcing,1,25,3.0,4,1,80,25.0,3.0,4.0,80
10446,Sales & Marketing,Masters & above,m,other,1,39,3.0,11,0,48,39.0,3.0,11.0,48
56325,Procurement,Masters & above,f,referred,1,38,5.0,4,0,67,38.0,5.0,4.0,67
53688,Procurement,Bachelors,f,other,1,33,5.0,3,1,70,33.0,5.0,3.0,70
8941,Sales & Marketing,Bachelors,m,sourcing,1,26,2.0,3,0,48,26.0,2.0,3.0,48
13048,Sales & Marketing,Masters & above,m,sourcing,1,44,3.0,7,0,54,44.0,3.0,7.0,54
45583,Analytics,Bachelors,m,sourcing,1,27,4.0,5,0,83,27.0,4.0,5.0,83
52860,Sales & Marketing,Masters & above,m,other,1,36,1.0,7,1,51,36.0,1.0,7.0,51
29463,Technology,Bachelors,m,sourcing,1,43,3.0,3,0,81,43.0,3.0,3.0,81
13103,Procurement,Below Secondary,f,sourcing,1,21,3.0,2,0,71,21.0,3.0,2.0,71
27324,Procurement,Masters & above,f,other,1,35,4.0,6,1,67,35.0,4.0,6.0,67
55109,Technology,Bachelors,f,other,1,35,3.0,10,0,79,35.0,3.0,10.0,79
71042,Sales & Marketing,Bachelors,m,other,2,34,1.0,3,0,52,34.0,1.0,3.0,52
5654,Procurement,Bachelors,m,other,1,36,2.0,7,0,69,36.0,2.0,7.0,69
15268,Procurement,Masters & above,f,other,1,39,3.0,3,1,73,39.0,3.0,3.0,73
41535,Technology,Bachelors,m,other,1,50,3.0,16,0,77,50.0,3.0,,77
6378,Procurement,Bachelors,m,other,2,53,5.0,24,1,68,,5.0,,68
58775,Sales & Marketing,Bachelors,m,other,2,29,3.0,3,0,50,29.0,3.0,3.0,50
49079,Procurement,Bachelors,m,other,1,35,5.0,8,0,65,35.0,5.0,8.0,65
7143,Sales & Marketing,Masters & above,m,sourcing,1,45,5.0,7,0,50,45.0,5.0,7.0,50
13960,Sales & Marketing,Masters & above,m,sourcing,1,32,2.0,10,0,49,32.0,2.0,10.0,49
237,Sales & Marketing,Bachelors,m,sourcing,1,29,5.0,5,0,48,29.0,5.0,5.0,48
13266,Procurement,Bachelors,m,other,1,30,2.0,6,0,71,30.0,2.0,6.0,71
16377,Technology,Bachelors,f,other,1,35,3.0,4,1,80,35.0,3.0,4.0,80
75369,Sales & Marketing,Masters & above,m,other,2,36,3.0,4,0,49,36.0,3.0,4.0,49
51036,Operations,Bachelors,m,other,1,34,3.0,9,0,60,34.0,3.0,9.0,60
21999,Sales & Marketing,Masters & above,m,other,1,42,3.0,10,1,49,42.0,3.0,10.0,49
3837,R&D,Masters & above,m,sourcing,1,26,3.0,3,0,82,26.0,3.0,3.0,82
63058,Sales & Marketing,Masters & above,f,other,1,31,1.0,3,0,48,31.0,1.0,3.0,48
21971,Sales & Marketing,Bachelors,m,sourcing,2,36,5.0,7,0,50,36.0,5.0,7.0,50
28373,Procurement,Masters & above,f,sourcing,1,37,3.0,4,0,74,37.0,3.0,4.0,74
21233,Procurement,Bachelors,m,sourcing,1,31,3.0,6,0,72,31.0,3.0,6.0,72
70782,Technology,Masters & above,f,other,1,59,2.0,8,0,85,,2.0,8.0,85
31560,Finance,Bachelors,m,other,1,32,3.0,7,0,60,32.0,3.0,7.0,60
9391,Operations,Bachelors,f,referred,1,31,5.0,5,0,60,31.0,5.0,5.0,60
3769,Operations,Masters & above,m,other,1,48,4.0,22,1,58,48.0,4.0,,58
45049,Technology,Masters & above,m,other,3,44,3.0,7,0,79,44.0,3.0,7.0,79
67621,Sales & Marketing,Masters & above,m,sourcing,2,45,3.0,14,0,50,45.0,3.0,14.0,50
14776,Sales & Marketing,Bachelors,f,other,2,34,1.0,4,1,44,34.0,1.0,4.0,44
63272,Sales & Marketing,Bachelors,m,sourcing,1,28,3.0,6,0,45,28.0,3.0,6.0,45
74737,Sales & Marketing,Bachelors,m,other,1,29,3.0,4,0,95,29.0,3.0,4.0,95
549,Finance,Below Secondary,f,sourcing,1,24,4.0,2,0,58,24.0,4.0,2.0,58
33636,R&D,Bachelors,m,sourcing,1,32,5.0,2,1,86,32.0,5.0,2.0,86
71165,Sales & Marketing,Bachelors,m,sourcing,1,34,2.0,7,0,46,34.0,2.0,7.0,46
20451,Procurement,Bachelors,m,other,1,31,5.0,7,1,69,31.0,5.0,7.0,69
72304,Operations,Bachelors,m,sourcing,1,34,5.0,7,1,59,34.0,5.0,7.0,59
24468,Sales & Marketing,Bachelors,m,sourcing,2,35,4.0,7,0,51,35.0,4.0,7.0,51
20024,Legal,Bachelors,m,sourcing,1,28,1.0,5,1,60,28.0,1.0,5.0,60
66459,Sales & Marketing,Bachelors,m,sourcing,1,30,3.0,4,0,50,30.0,3.0,4.0,50
39348,Operations,Bachelors,f,sourcing,1,35,4.0,8,0,59,35.0,4.0,8.0,59
70480,Finance,Bachelors,m,other,1,30,3.0,7,1,59,30.0,3.0,7.0,59
32235,Technology,Bachelors,m,other,1,42,2.0,14,0,79,42.0,2.0,14.0,79
31896,Operations,Bachelors,m,sourcing,1,34,5.0,3,0,58,34.0,5.0,3.0,58
30898,Sales & Marketing,Masters & above,m,other,1,36,1.0,4,0,50,36.0,1.0,4.0,50
34185,Procurement,Bachelors,f,sourcing,1,38,2.0,10,0,72,38.0,2.0,10.0,72
37462,Operations,Bachelors,f,other,1,32,3.0,4,0,59,32.0,3.0,4.0,59
73226,Sales & Marketing,Bachelors,m,other,1,41,1.0,5,0,48,41.0,1.0,5.0,48
41052,Technology,Masters & above,m,other,1,46,3.0,13,0,78,46.0,3.0,13.0,78
61350,R&D,Masters & above,m,sourcing,1,26,4.0,3,1,88,26.0,4.0,3.0,88
42830,Operations,Bachelors,m,other,1,30,4.0,8,0,64,30.0,4.0,8.0,64
55039,R&D,Bachelors,m,other,1,36,4.0,7,1,83,36.0,4.0,7.0,83
40955,Legal,Masters & above,m,sourcing,1,36,4.0,10,0,57,36.0,4.0,10.0,57
6257,Sales & Marketing,Bachelors,m,sourcing,1,27,2.0,2,0,54,27.0,2.0,2.0,54
14358,Operations,Bachelors,m,sourcing,1,30,5.0,7,1,58,30.0,5.0,7.0,58
47562,Sales & Marketing,Bachelors,m,sourcing,1,25,1.0,2,0,51,25.0,1.0,2.0,51
39681,Analytics,Bachelors,m,sourcing,1,34,3.0,10,0,90,34.0,3.0,10.0,90
25594,Operations,Masters & above,f,other,1,34,4.0,4,1,58,34.0,4.0,4.0,58
74678,Technology,Bachelors,f,referred,1,26,4.0,4,0,78,26.0,4.0,4.0,78
37756,Sales & Marketing,Bachelors,m,sourcing,2,30,3.0,5,0,50,30.0,3.0,5.0,50
68588,Technology,Masters & above,f,other,1,32,1.0,8,0,76,32.0,1.0,8.0,76
76251,Sales & Marketing,Bachelors,m,other,5,35,2.0,6,0,49,35.0,2.0,6.0,49
18927,Technology,Masters & above,m,sourcing,1,34,3.0,6,0,78,34.0,3.0,6.0,78
60934,Sales & Marketing,Bachelors,m,other,1,30,2.0,4,0,46,30.0,2.0,4.0,46
77483,Operations,Bachelors,f,sourcing,1,31,3.0,3,0,64,31.0,3.0,3.0,64
75563,R&D,Masters & above,m,other,1,46,2.0,15,0,84,46.0,2.0,15.0,84
4183,Finance,Masters & above,m,other,3,33,5.0,5,1,66,33.0,5.0,5.0,66
71217,Operations,Bachelors,f,sourcing,1,40,3.0,7,1,63,40.0,3.0,7.0,63
77747,Sales & Marketing,Bachelors,m,other,1,37,2.0,4,1,46,37.0,2.0,4.0,46
45063,Technology,Bachelors,m,other,1,29,3.0,4,0,78,29.0,3.0,4.0,78
18259,Analytics,Masters & above,m,sourcing,1,29,3.0,4,0,86,29.0,3.0,4.0,86
8081,Operations,Bachelors,m,sourcing,1,35,3.0,7,0,63,35.0,3.0,7.0,63
22790,Procurement,Bachelors,m,other,1,29,3.0,5,0,68,29.0,3.0,5.0,68
55814,Finance,Below Secondary,f,sourcing,1,24,3.0,1,0,59,24.0,3.0,1.0,59
33865,Analytics,Bachelors,m,sourcing,1,37,3.0,10,0,89,37.0,3.0,10.0,89
6455,Procurement,Bachelors,m,sourcing,1,34,4.0,8,0,71,34.0,4.0,8.0,71
61695,HR,Bachelors,m,other,2,35,3.0,8,0,48,35.0,3.0,8.0,48
5716,Operations,Bachelors,f,sourcing,1,35,1.0,10,1,60,35.0,1.0,10.0,60
48673,Procurement,Masters & above,m,sourcing,2,51,3.0,4,0,71,51.0,3.0,4.0,71
62713,Procurement,Masters & above,m,other,1,34,4.0,4,0,66,34.0,4.0,4.0,66
38863,Procurement,Bachelors,m,other,2,30,3.0,4,0,73,30.0,3.0,4.0,73
18888,Procurement,Bachelors,m,other,1,27,4.0,3,1,69,27.0,4.0,3.0,69
72120,Sales & Marketing,Bachelors,m,other,1,32,2.0,3,1,50,32.0,2.0,3.0,50
34157,Sales & Marketing,Bachelors,f,sourcing,1,40,5.0,6,0,53,40.0,5.0,6.0,53
55848,Technology,Bachelors,m,other,3,30,3.0,5,0,79,30.0,3.0,5.0,79
41203,Technology,Masters & above,f,other,1,39,3.0,12,0,76,39.0,3.0,12.0,76
14679,Analytics,Bachelors,m,sourcing,2,32,5.0,6,1,85,32.0,5.0,6.0,85
34399,Analytics,Bachelors,m,other,1,34,3.0,9,0,85,34.0,3.0,9.0,85
23301,Analytics,Bachelors,m,sourcing,1,30,4.0,9,0,86,30.0,4.0,9.0,86
15243,R&D,Masters & above,f,sourcing,2,34,5.0,3,1,78,34.0,5.0,3.0,78
55685,Sales & Marketing,Bachelors,m,sourcing,1,29,3.0,6,1,49,29.0,3.0,6.0,49
73697,Sales & Marketing,Bachelors,m,other,1,29,3.0,2,0,51,29.0,3.0,2.0,51
42328,Sales & Marketing,Bachelors,f,other,1,30,4.0,9,0,50,30.0,4.0,9.0,50
52722,Technology,Masters & above,f,other,1,35,2.0,5,0,79,35.0,2.0,5.0,79
23627,Operations,Masters & above,m,sourcing,1,53,3.0,6,1,57,,3.0,6.0,57
67155,HR,Bachelors,m,other,1,34,3.0,3,1,49,34.0,3.0,3.0,49
14963,Sales & Marketing,Bachelors,m,other,2,34,5.0,7,1,50,34.0,5.0,7.0,50
65820,Sales & Marketing,Masters & above,m,sourcing,1,30,5.0,2,0,49,30.0,5.0,2.0,49
65866,Technology,Masters & above,m,other,1,50,1.0,18,0,83,50.0,1.0,,83
44987,Procurement,Masters & above,m,other,3,32,3.0,7,0,67,32.0,3.0,7.0,67
42595,Technology,Masters & above,f,sourcing,1,41,3.0,2,1,82,41.0,3.0,2.0,82
52441,Sales & Marketing,Masters & above,f,other,2,51,3.0,17,0,46,51.0,3.0,,46
76538,Procurement,Bachelors,f,other,1,30,4.0,3,0,66,30.0,4.0,3.0,66
45915,Sales & Marketing,Bachelors,m,sourcing,1,38,1.0,5,0,47,38.0,1.0,5.0,47
61375,Technology,Masters & above,f,other,1,42,2.0,2,0,78,42.0,2.0,2.0,78
29159,Sales & Marketing,Bachelors,f,sourcing,1,31,3.0,7,0,49,31.0,3.0,7.0,49
26714,Operations,Bachelors,f,other,1,41,5.0,3,1,62,41.0,5.0,3.0,62
43194,Sales & Marketing,Masters & above,m,other,1,33,1.0,3,0,51,33.0,1.0,3.0,51
56000,Operations,Masters & above,m,sourcing,1,33,5.0,5,1,62,33.0,5.0,5.0,62
69993,Procurement,Bachelors,m,other,1,31,4.0,7,1,69,31.0,4.0,7.0,69
3307,Technology,Bachelors,m,other,1,34,3.0,5,0,84,34.0,3.0,5.0,84
45839,Finance,Bachelors,m,other,1,59,4.0,6,0,58,,4.0,6.0,58
75862,HR,Bachelors,m,other,1,30,1.0,4,0,47,30.0,1.0,4.0,47
15368,Sales & Marketing,Bachelors,m,other,1,25,2.0,4,0,53,25.0,2.0,4.0,53
7341,Analytics,Masters & above,m,other,1,46,3.0,6,0,82,46.0,3.0,6.0,82
47815,Sales & Marketing,Bachelors,m,other,1,43,2.0,11,0,51,43.0,2.0,11.0,51
37568,Procurement,Masters & above,f,sourcing,1,35,3.0,3,0,70,35.0,3.0,3.0,70
25845,Sales & Marketing,Bachelors,m,sourcing,1,45,4.0,3,1,52,45.0,4.0,3.0,52
24226,Sales & Marketing,Bachelors,m,other,1,28,2.0,5,1,51,28.0,2.0,5.0,51
39381,Technology,Bachelors,m,sourcing,1,53,4.0,5,1,82,,4.0,5.0,82
76391,Operations,Bachelors,m,other,1,38,4.0,13,0,60,38.0,4.0,13.0,60
60234,Operations,Bachelors,m,sourcing,2,33,5.0,6,1,95,33.0,5.0,6.0,95
33139,Sales & Marketing,Bachelors,m,sourcing,1,26,2.0,2,0,61,26.0,2.0,2.0,61
18151,HR,Bachelors,f,other,1,30,5.0,7,1,49,30.0,5.0,7.0,49
14339,Operations,Masters & above,f,sourcing,1,34,5.0,3,1,59,34.0,5.0,3.0,59
31210,Sales & Marketing,Bachelors,f,other,1,41,3.0,7,0,48,41.0,3.0,7.0,48
1135,Operations,Bachelors,f,other,1,30,5.0,8,1,63,30.0,5.0,8.0,63
54278,Analytics,Bachelors,m,other,1,31,3.0,5,0,83,31.0,3.0,5.0,83
9082,Procurement,Bachelors,f,sourcing,1,33,4.0,7,1,67,33.0,4.0,7.0,67
12813,Operations,Bachelors,f,sourcing,1,36,5.0,7,0,56,36.0,5.0,7.0,56
68406,Procurement,Masters & above,m,sourcing,1,43,4.0,3,0,72,43.0,4.0,3.0,72
24206,Finance,Bachelors,f,other,1,25,5.0,2,0,59,25.0,5.0,2.0,59
6493,Operations,Masters & above,f,other,1,48,3.0,13,0,62,48.0,3.0,13.0,62
38365,Finance,Masters & above,m,other,2,40,4.0,10,0,61,40.0,4.0,10.0,61
45865,Operations,Bachelors,m,sourcing,2,40,3.0,12,0,59,40.0,3.0,12.0,59
60145,Sales & Marketing,Bachelors,m,sourcing,1,43,5.0,5,0,48,43.0,5.0,5.0,48
57915,Operations,Masters & above,m,other,1,38,5.0,11,1,60,38.0,5.0,11.0,60
4724,Sales & Marketing,Bachelors,m,sourcing,1,29,5.0,5,0,61,29.0,5.0,5.0,61
46496,Sales & Marketing,Bachelors,m,other,3,36,1.0,7,0,48,36.0,1.0,7.0,48
44047,Sales & Marketing,Bachelors,m,sourcing,1,28,4.0,5,0,53,28.0,4.0,5.0,53
11716,Procurement,Masters & above,m,other,1,33,5.0,5,0,67,33.0,5.0,5.0,67
2129,Operations,Bachelors,m,sourcing,1,40,4.0,5,0,59,40.0,4.0,5.0,59
22995,Procurement,Masters & above,f,sourcing,1,59,4.0,6,0,66,,4.0,6.0,66
64258,Sales & Marketing,Bachelors,f,other,2,31,1.0,2,0,47,31.0,1.0,2.0,47
6724,Technology,Bachelors,m,sourcing,1,30,3.0,4,0,82,30.0,3.0,4.0,82
63107,Analytics,Bachelors,m,sourcing,1,27,2.0,4,0,85,27.0,2.0,4.0,85
58236,Sales & Marketing,Bachelors,m,other,1,42,3.0,12,0,53,42.0,3.0,12.0,53
37955,Operations,Bachelors,m,sourcing,1,33,3.0,7,0,73,33.0,3.0,7.0,73
62171,Sales & Marketing,Bachelors,m,sourcing,1,45,5.0,12,0,50,45.0,5.0,12.0,50
686,Operations,Masters & above,f,sourcing,2,37,5.0,11,1,58,37.0,5.0,11.0,58
20861,Procurement,Bachelors,m,other,2,31,3.0,7,0,70,31.0,3.0,7.0,70
73003,Finance,Bachelors,m,other,1,31,5.0,8,1,59,31.0,5.0,8.0,59
20113,Procurement,Bachelors,f,other,1,27,5.0,4,1,72,27.0,5.0,4.0,72
14585,Sales & Marketing,Bachelors,m,other,1,39,3.0,4,0,49,39.0,3.0,4.0,49
47448,Sales & Marketing,Masters & above,f,other,2,53,3.0,18,0,51,,3.0,,51
48561,Sales & Marketing,Masters & above,f,sourcing,1,34,1.0,2,0,50,34.0,1.0,2.0,50
57520,Operations,Masters & above,f,other,1,51,5.0,3,1,59,51.0,5.0,3.0,59
31277,Analytics,Masters & above,m,sourcing,1,37,5.0,4,0,86,37.0,5.0,4.0,86
37818,Sales & Marketing,Bachelors,m,sourcing,1,35,2.0,8,0,50,35.0,2.0,8.0,50
52588,Sales & Marketing,Bachelors,m,other,1,27,4.0,2,1,47,27.0,4.0,2.0,47
711,Sales & Marketing,Masters & above,m,other,1,37,4.0,4,0,44,37.0,4.0,4.0,44
58475,Technology,Bachelors,f,other,1,30,3.0,4,1,83,30.0,3.0,4.0,83
61311,Sales & Marketing,Bachelors,m,other,1,33,5.0,6,0,50,33.0,5.0,6.0,50
53368,HR,Bachelors,f,sourcing,1,37,3.0,7,0,53,37.0,3.0,7.0,53
65486,Operations,Below Secondary,m,other,1,29,3.0,4,0,63,29.0,3.0,4.0,63
24395,Sales & Marketing,Bachelors,m,sourcing,1,47,1.0,18,0,52,47.0,1.0,,52
54692,HR,Bachelors,f,other,1,24,4.0,2,1,51,24.0,4.0,2.0,51
43546,Sales & Marketing,Masters & above,m,sourcing,1,29,3.0,3,0,49,29.0,3.0,3.0,49
50486,Operations,Bachelors,m,sourcing,1,55,3.0,3,1,63,,3.0,3.0,63
70856,Operations,Bachelors,m,other,1,38,5.0,3,1,58,38.0,5.0,3.0,58
41186,Sales & Marketing,Bachelors,m,other,1,29,4.0,2,0,50,29.0,4.0,2.0,50
41643,Operations,Bachelors,f,sourcing,1,47,2.0,18,0,58,47.0,2.0,,58
62431,Operations,Bachelors,f,sourcing,1,33,4.0,7,1,61,33.0,4.0,7.0,61
47657,Technology,Masters & above,m,sourcing,1,35,3.0,2,0,77,35.0,3.0,2.0,77
59174,Procurement,Bachelors,f,other,1,34,5.0,5,1,67,34.0,5.0,5.0,67
32103,Analytics,Bachelors,m,other,2,29,4.0,2,1,83,29.0,4.0,2.0,83
37943,Finance,Masters & above,m,sourcing,3,47,5.0,7,1,58,47.0,5.0,7.0,58
55162,Analytics,Bachelors,m,other,2,35,3.0,10,0,82,35.0,3.0,10.0,82
71910,Analytics,Bachelors,m,sourcing,1,27,3.0,2,0,82,27.0,3.0,2.0,82
69876,Operations,Bachelors,m,other,1,60,5.0,17,1,67,,5.0,,67
29007,Operations,Masters & above,f,sourcing,1,47,5.0,18,1,96,47.0,5.0,,96
72280,Sales & Marketing,Bachelors,m,other,1,33,5.0,7,1,48,33.0,5.0,7.0,48
5439,Procurement,Bachelors,f,sourcing,1,31,5.0,1,1,69,31.0,5.0,1.0,69
58325,Finance,Bachelors,m,sourcing,2,27,3.0,3,1,60,27.0,3.0,3.0,60
44896,Operations,Masters & above,f,other,1,34,4.0,9,1,62,34.0,4.0,9.0,62
26871,Procurement,Masters & above,m,other,2,40,3.0,4,0,69,40.0,3.0,4.0,69
56173,Operations,Bachelors,m,other,1,38,2.0,10,0,59,38.0,2.0,10.0,59
54713,Technology,Bachelors,m,other,1,31,5.0,4,1,81,31.0,5.0,4.0,81
3518,Operations,Masters & above,m,other,1,43,4.0,3,0,56,43.0,4.0,3.0,56
6644,Sales & Marketing,Bachelors,m,other,1,38,3.0,10,0,55,38.0,3.0,10.0,55
1363,Analytics,Bachelors,m,other,1,24,2.0,2,0,83,24.0,2.0,2.0,83
9831,Operations,Bachelors,m,other,3,32,5.0,5,0,59,32.0,5.0,5.0,59
24527,Sales & Marketing,Bachelors,m,sourcing,1,30,5.0,6,1,50,30.0,5.0,6.0,50
69016,Sales & Marketing,Masters & above,m,sourcing,1,42,1.0,16,0,49,42.0,1.0,,49
8348,Sales & Marketing,Bachelors,m,other,2,26,3.0,5,0,48,26.0,3.0,5.0,48
27596,Operations,Bachelors,m,sourcing,1,28,3.0,3,0,58,28.0,3.0,3.0,58
60600,Legal,Bachelors,f,sourcing,1,38,1.0,3,0,65,38.0,1.0,3.0,65
43865,Operations,Bachelors,m,sourcing,1,27,1.0,2,0,58,27.0,1.0,2.0,58
75416,Operations,Bachelors,m,other,1,35,4.0,3,1,57,35.0,4.0,3.0,57
62780,Technology,Bachelors,m,other,1,28,1.0,2,0,80,28.0,1.0,2.0,80
54924,Operations,Bachelors,m,other,1,34,5.0,8,0,62,34.0,5.0,8.0,62
71245,Procurement,Masters & above,m,other,1,33,5.0,7,0,70,33.0,5.0,7.0,70
10640,Analytics,Bachelors,m,other,1,38,5.0,8,0,86,38.0,5.0,8.0,86
47713,Analytics,Bachelors,m,other,1,35,3.0,6,1,82,35.0,3.0,6.0,82
38522,Operations,Bachelors,f,sourcing,1,35,5.0,8,1,87,35.0,5.0,8.0,87
74872,Technology,Bachelors,m,sourcing,1,36,4.0,3,1,80,36.0,4.0,3.0,80
1031,Operations,Bachelors,f,other,1,27,1.0,2,0,59,27.0,1.0,2.0,59
58871,Procurement,Bachelors,f,referred,1,31,4.0,5,1,72,31.0,4.0,5.0,72
36611,Procurement,Bachelors,m,sourcing,1,30,5.0,5,1,70,30.0,5.0,5.0,70
60813,Finance,Bachelors,m,sourcing,1,29,1.0,4,0,58,29.0,1.0,4.0,58
48068,Technology,Bachelors,m,sourcing,1,29,2.0,2,0,83,29.0,2.0,2.0,83
49016,Operations,Bachelors,f,other,2,31,4.0,3,1,61,31.0,4.0,3.0,61
5845,Analytics,Bachelors,m,other,2,35,5.0,7,1,85,35.0,5.0,7.0,85
16605,Sales & Marketing,Bachelors,f,sourcing,1,27,4.0,2,1,45,27.0,4.0,2.0,45
41567,Sales & Marketing,Bachelors,m,other,1,33,2.0,7,0,52,33.0,2.0,7.0,52
